# MODIS Terra GEOGRAPHIC METADATA TEXT FILE day 2022-07-25
# NFiles = 119, max geo IngestTime = 2022-07-25 15:22:08.311176
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MOD03.A2022206.0440.061.2022206110237.hdf,2022-07-25 04:40,61,120211,D,95.7539872460277,8.70991396408412,-12.2303344292113,71.0258629605713,74.8491171225725,95.7793838917163,92.1413655168428,71.0189606426457,8.74114973512629,5.69732735862668,-12.2613112498752,-9.17555886421048
MOD03.A2022206.0445.061.2022206110220.hdf,2022-07-25 04:45,61,120211,D,92.1481342338018,-9.10190106161192,-30.1429842190418,65.6389443176816,71.0080188725188,92.3488486805955,89.4096309452876,65.6309416732877,-9.0785608650111,-12.1770973050401,-30.3100829070127,-26.7080379487061
MOD03.A2022206.0450.061.2022206110208.hdf,2022-07-25 04:50,61,120211,D,89.4397691319444,-26.6356883678946,-48.0182076634665,57.3405428927014,65.6606118412097,89.8220196684992,87.6068370561748,57.2587158654194,-26.6208095390727,-30.08590330966,-48.3081437769666,-43.6349659828568
MOD03.A2022206.0455.061.2022206110349.hdf,2022-07-25 04:55,61,120211,B,87.7600625837838,-43.5863216839871,-65.8516360806015,41.8852503944256,57.3798740622963,88.2450872794498,87.7437701596662,41.6224038616329,-43.5762218833505,-47.9405227724661,-66.1772336147483,-59.086448072019
MOD03.A2022206.0500.061.2022206110626.hdf,2022-07-25 05:00,61,120211,N,102.078815271845,-59.1279933177878,-83.6964758788296,6.7448307961915,41.9796056232619,88.5687713185958,103.326330667856,6.49307779708217,-59.1235961075067,-65.6839970773067,-83.5886168296266,-69.7235700113847
MOD03.A2022206.0505.061.2022206111146.hdf,2022-07-25 05:05,61,120211,N,180,-67.7795264020771,-89.9888198271603,-180,6.97794050746364,104.726998160418,-116.861262896168,-44.1957392922966,-69.9688119952088,-82.9408014209646,-77.7365011050071,-67.4488180990481
MOD03.A2022206.0510.061.2022206110516.hdf,2022-07-25 05:10,61,120211,N,-44.5811699490235,-54.9116575852267,-78.5084794048101,-117.516849609964,-44.5791999352308,-119.00568491913,-111.944187748804,-71.5944082577361,-67.8221430723897,-78.1743276897341,-60.1494661222099,-54.6786726973378
MOD03.A2022206.0515.061.2022206110228.hdf,2022-07-25 05:15,61,120211,N,-72.2091809867351,-38.8078325902443,-60.6623320806802,-112.707229255632,-72.2078782420129,-112.402255470456,-112.711808934039,-84.3022767432328,-54.9790756495225,-60.639852488112,-42.4156939464323,-38.6595906567869
MOD03.A2022206.0520.061.2022206110205.hdf,2022-07-25 05:20,61,120211,N,-84.8296780275462,-21.6426575577641,-42.8266711859421,-114.801449237314,-84.8270322349941,-112.858052779052,-114.824064393297,-91.6575711518206,-38.8809282647022,-42.8453338452101,-24.6368447435634,-21.558261988405
MOD03.A2022206.0525.061.2022206110124.hdf,2022-07-25 05:25,61,120211,N,-92.0453183396089,-3.92076392248647,-24.9343379522804,-117.76979152401,-92.0407805769521,-114.850206034676,-117.788343650865,-96.7016956122456,-21.716051015229,-24.9559973028212,-6.77430225044695,-3.88298866751963
